abbreviateDyeName                    prod=6    tests=12   other=5   | prod: packages/core/src/index.ts packages/core/src/utils/index.ts | other: apps/discord-worker/src/handlers/commands/comparison.test.ts packages/bot-logic/src/commands/comparison.ts packages/bot-logic/src/commands/contrast.ts packages/svg/CLAUDE.md packages/svg/README.md 
HUE_MIN                              prod=4    tests=0    other=0   | prod: packages/core/src/constants/index.ts packages/core/src/index.ts packages/core/src/utils/index.ts | other: 
ICacheBackend                        prod=5    tests=5    other=5   | prod: packages/core/src/index.ts packages/core/src/services/APIService.ts | other: apps/web-app/src/services/api-service-wrapper.ts docs/historical/web-app/20251122-DiscordBot/PROGRESS.md docs/historical/web-app/20251123-Optimization/03-refactoring-recommendations.md docs/projects/core/services.md docs/projects/core/types.md 
isAbortError                         prod=4    tests=10   other=1   | prod: packages/core/src/index.ts packages/core/src/utils/index.ts | other: docs/historical/20251207-DeepDive/CORE_LIBRARY_ANALYSIS.md 
isCharaWeaponSlot                    prod=7    tests=3    other=1   | prod: packages/core/src/index.ts packages/core/src/services/chara/chara-models.ts packages/core/src/services/chara/chara-parser.ts | other: apps/api-worker/src/chara/router.ts 
isConsolidationActive                prod=3    tests=6    other=7   | prod: packages/core/src/config/consolidated-ids.ts packages/core/src/index.ts | other: apps/api-worker/src/routes/dyes.ts apps/discord-worker/src/services/budget/consolidation-fanout.test.ts apps/web-app/src/services/__tests__/market-board-service.test.ts apps/web-app/src/services/market-board-service.ts docs/architecture/overview.md 
isDyeExcluded                        prod=3    tests=26   other=14  | prod: packages/core/src/index.ts packages/core/src/services/dye/DyeFilter.ts | other: apps/web-app/src/components/extractor-tool.ts apps/web-app/src/components/gradient-tool.ts apps/web-app/src/components/swatch-tool.ts apps/web-app/src/services/harmony-generator.ts apps/web-app/src/services/mixer-blending-engine.ts 
isMatchingMethod                     prod=3    tests=5    other=2   | prod: packages/core/src/index.ts packages/core/src/types/index.ts | other: apps/discord-worker/src/services/preferences.test.ts apps/discord-worker/src/types/preferences.ts 
isRetryableHttpError                 prod=3    tests=0    other=0   | prod: packages/core/src/services/APIService.ts | other: 
isValidBlendingMode                  prod=2    tests=7    other=4   | prod: packages/core/src/blending/index.ts packages/core/src/blending/types.ts | other: apps/discord-worker/src/services/preferences.ts apps/discord-worker/src/types/preferences.ts docs/research/discord-alternatives/06a-color-blending.md docs/research/discord-alternatives/06d-bot-logic.md 
isValidHexColor                      prod=9    tests=12   other=1   | prod: packages/core/src/index.ts packages/core/src/services/color/ColorConverter.ts packages/core/src/utils/index.ts | other: docs/projects/core/types.md 
isValidHSV                           prod=10   tests=12   other=0   | prod: packages/core/src/index.ts packages/core/src/services/color/ColorConverter.ts packages/core/src/utils/index.ts | other: 
isValidRGB                           prod=18   tests=10   other=0   | prod: packages/core/src/index.ts packages/core/src/services/color/ColorblindnessSimulator.ts packages/core/src/services/color/ColorConverter.ts packages/core/src/utils/index.ts | other: 
isWornCharaModel                     prod=4    tests=6    other=1   | prod: packages/core/src/index.ts packages/core/src/services/chara/chara-models.ts packages/core/src/services/chara/chara-parser.ts | other: apps/api-worker/src/chara/router.ts 
KDTree                               prod=5    tests=13   other=5   | prod: packages/core/src/services/dye/DyeDatabase.ts packages/core/src/utils/kd-tree.ts | other: docs/historical/20251207-DeepDive/CORE_LIBRARY_ANALYSIS.md docs/historical/20251214-CodeAudit/01-CORE-LIBRARY.md docs/historical/web-app/20251122-DiscordBot/ARCHITECTURE.md docs/historical/web-app/20251124-Opus45/02-PERFORMANCE-STATUS.md docs/projects/core/algorithms.md 
ksToReflectance                      prod=3    tests=3    other=2   | prod: packages/core/src/blending/blending.ts packages/core/src/blending/conversions.ts | other: DEPRECATIONS.md docs/research/discord-alternatives/06a-color-blending.md 
LAB                                  prod=79   tests=47   other=73  | prod: packages/core/src/blending/blending.ts packages/core/src/blending/conversions.ts packages/core/src/blending/index.ts packages/core/src/blending/types.ts packages/core/src/services/color/ColorConverter.ts packages/core/src/services/ColorService.ts packages/core/src/services/dye/DyeDatabase.ts packages/core/src/services/dye/DyeSearch.ts packages/core/src/services/dye/HarmonyGenerator.ts | other: DEPRECATIONS.md apps/discord-worker/src/commands/schemas.ts apps/discord-worker/src/types/preferences.ts apps/og-worker/src/services/svg/mixer.ts apps/stoat-worker/CLAUDE.md 
labToRgb                             prod=12   tests=21   other=4   | prod: packages/core/src/blending/blending.ts packages/core/src/blending/conversions.ts packages/core/src/services/color/ColorConverter.ts packages/core/src/services/ColorService.ts | other: DEPRECATIONS.md docs/projects/core/algorithms.md docs/projects/core/services.md docs/research/discord-alternatives/06a-color-blending.md 
LearnLink                            prod=7    tests=0    other=1   | prod: packages/core/src/config/learn-links.ts packages/core/src/index.ts | other: apps/discord-worker/src/handlers/commands/manual.ts 
LEGACY_FACEWEAR_ITEM_IDS             prod=3    tests=13   other=8   | prod: packages/core/src/config/facewear.ts packages/core/src/index.ts | other: CLAUDE.md docs/architecture/overview.md docs/index.md docs/maintainer/adding-dyes.md docs/operations/POST_MERGE_CHECKLIST.md 
LEGACY_MATCHING_METHOD_MAP           prod=4    tests=4    other=4   | prod: packages/core/src/index.ts packages/core/src/types/index.ts | other: apps/api-worker/CLAUDE.md apps/api-worker/src/lib/validation.ts apps/discord-worker/src/services/preferences.test.ts docs/projects/api-worker/endpoints.md 
LocaleLoader                         prod=9    tests=8    other=5   | prod: packages/core/src/index.ts packages/core/src/services/localization/LocaleLoader.ts packages/core/src/services/LocalizationService.ts | other: apps/discord-worker/src/services/font-coverage.test.ts apps/og-worker/CLAUDE.md apps/og-worker/README.md apps/og-worker/src/services/font-coverage.test.ts apps/og-worker/src/services/translator.ts 
LocaleRegistry                       prod=11   tests=19   other=3   | prod: packages/core/src/index.ts packages/core/src/services/localization/LocaleRegistry.ts packages/core/src/services/localization/TranslationProvider.ts packages/core/src/services/LocalizationService.ts | other: apps/og-worker/CLAUDE.md apps/og-worker/README.md apps/og-worker/src/services/translator.ts 
LocalizationService                  prod=21   tests=49   other=42  | prod: packages/core/src/index.ts packages/core/src/services/DyeService.ts packages/core/src/services/LocalizationService.ts | other: apps/api-worker/CLAUDE.md apps/api-worker/README.md apps/api-worker/src/index.ts apps/api-worker/src/lib/dye-serializer.ts apps/api-worker/src/lib/services.ts 
LocalizationServiceConfig            prod=2    tests=0    other=0   | prod: packages/core/src/services/LocalizationService.ts | other: 
LocalizedDyeName                     prod=3    tests=0    other=0   | prod: packages/core/src/config/consolidated-ids.ts packages/core/src/index.ts | other: 
LODESTONE_BY_REGION                  prod=4    tests=3    other=0   | prod: packages/core/src/config/learn-links.ts packages/core/src/index.ts | other: 
LodestoneRegion                      prod=4    tests=0    other=1   | prod: packages/core/src/config/learn-links.ts packages/core/src/index.ts | other: apps/discord-worker/src/handlers/commands/manual.ts 
LRUCache                             prod=19   tests=11   other=4   | prod: packages/core/src/services/color/ColorblindnessSimulator.ts packages/core/src/services/color/ColorConverter.ts packages/core/src/utils/index.ts | other: docs/historical/20251207-DeepDive/CORE_LIBRARY_ANALYSIS.md docs/historical/20251214-CodeAudit/04-OAUTH-WORKER.md docs/historical/20260115-v4-uiux-ideas/pre-release-audit/04-PERFORMANCE-TESTING.md docs/research/discord-alternatives/02c-stoat-infrastructure.md 
MACHADO_MATRICES                     prod=4    tests=0    other=0   | prod: packages/core/src/constants/index.ts packages/core/src/index.ts packages/core/src/services/color/ColorblindnessSimulator.ts | other: 
MANUAL_TOPICS                        prod=3    tests=3    other=4   | prod: packages/core/src/config/learn-links.ts packages/core/src/index.ts | other: apps/discord-worker/src/handlers/commands/manual.ts docs/projects/core/overview.md docs/projects/discord-worker/commands.md docs/versions.md 
ManualTopic                          prod=3    tests=0    other=0   | prod: packages/core/src/config/learn-links.ts packages/core/src/index.ts | other: 
ManualTopicId                        prod=4    tests=0    other=2   | prod: packages/core/src/config/learn-links.ts packages/core/src/index.ts | other: apps/discord-worker/src/handlers/commands/manual.ts packages/bot-logic/src/i18n/__tests__/locale-orphans.test.ts 
MATCHING_METHOD_TAGS                 prod=2    tests=4    other=8   | prod: packages/core/src/index.ts packages/core/src/types/index.ts | other: apps/discord-worker/src/handlers/commands/extractor.ts apps/discord-worker/src/services/font-coverage.test.ts apps/web-app/src/components/swatch-tool.ts packages/bot-logic/src/i18n/__tests__/locale-orphans.test.ts packages/svg/CLAUDE.md 
MATCHING_METHODS                     prod=3    tests=10   other=7   | prod: packages/core/src/index.ts packages/core/src/types/index.ts | other: apps/discord-worker/src/handlers/commands/budget.ts apps/discord-worker/src/handlers/commands/preferences.ts apps/discord-worker/src/services/preferences.test.ts apps/discord-worker/src/types/preferences.test.ts apps/discord-worker/src/types/preferences.ts 
MatchingMethod                       prod=24   tests=9    other=45  | prod: packages/core/src/index.ts packages/core/src/services/CharacterColorService.ts packages/core/src/services/color/ColorConverter.ts packages/core/src/services/ColorService.ts packages/core/src/services/dye/DyeSearch.ts packages/core/src/services/PaletteService.ts packages/core/src/types/index.ts | other: apps/api-worker/src/lib/services.ts apps/api-worker/src/lib/validation.ts apps/discord-worker/src/handlers/commands/budget.ts apps/discord-worker/src/handlers/commands/extractor.ts apps/discord-worker/src/handlers/commands/gradient.ts 
MemoryCacheBackend                   prod=3    tests=9    other=1   | prod: packages/core/src/index.ts packages/core/src/services/APIService.ts | other: docs/historical/web-app/20251122-DiscordBot/PROGRESS.md 
METALLIC_STAIN_IDS                   prod=4    tests=4    other=3   | prod: packages/core/src/config/dye-vocabulary.ts packages/core/src/index.ts packages/core/src/services/dye/DyeDatabase.ts | other: CLAUDE.md docs/maintainer/adding-dyes.md docs/projects/core/overview.md 
MethodBandSet                        prod=4    tests=0    other=0   | prod: packages/core/src/config/band-vocabulary.ts packages/core/src/index.ts | other: 
normalizeDeltaEFormula               prod=6    tests=7    other=0   | prod: packages/core/src/services/color/ColorConverter.ts packages/core/src/services/dye/HarmonyGenerator.ts | other: 
normalizeMatchingMethod              prod=4    tests=11   other=22  | prod: packages/core/src/index.ts packages/core/src/services/dye/DyeSearch.ts packages/core/src/types/index.ts | other: apps/discord-worker/src/services/preferences.test.ts apps/discord-worker/src/services/preferences.ts apps/discord-worker/src/types/preferences.ts apps/og-worker/CLAUDE.md apps/og-worker/src/index.ts 
OFF_GRID_DELTA_E2000                 prod=3    tests=3    other=0   | prod: packages/core/src/index.ts packages/core/src/services/chara/chara-resolver.ts | other: 
oklabToRgb                           prod=11   tests=13   other=3   | prod: packages/core/src/blending/blending.ts packages/core/src/blending/conversions.ts packages/core/src/services/color/ColorConverter.ts packages/core/src/services/ColorService.ts | other: DEPRECATIONS.md docs/research/color-mixing/color-spaces-research.md docs/research/discord-alternatives/06a-color-blending.md 
PaletteExtractionOptions             prod=5    tests=0    other=1   | prod: packages/core/src/index.ts packages/core/src/services/PaletteService.ts | other: docs/specifications/multi-color-extraction.md 
PaletteMatch                         prod=4    tests=0    other=4   | prod: packages/core/src/index.ts packages/core/src/services/PaletteService.ts | other: apps/discord-worker/src/handlers/commands/extractor.ts apps/web-app/src/components/extractor-tool.ts docs/research/monorepo-2.0/3-2-extractor-frames-port-spec.md docs/specifications/multi-color-extraction.md 
PaletteService                       prod=14   tests=8    other=29  | prod: packages/core/src/index.ts packages/core/src/services/PaletteService.ts | other: apps/discord-worker/src/handlers/commands/extractor.ts apps/image-worker/src/photon.ts apps/web-app/src/components/__tests__/extractor-tool.test.ts apps/web-app/src/components/advanced-options-panel.ts apps/web-app/src/components/extractor-tool.ts 
PaletteServiceOptions                prod=3    tests=0    other=0   | prod: packages/core/src/index.ts packages/core/src/services/PaletteService.ts | other: 
parseCharaFile                       prod=3    tests=38   other=8   | prod: packages/core/src/index.ts packages/core/src/services/chara/chara-parser.ts | other: apps/web-app/src/components/__tests__/chara-import-file-guard.test.ts apps/web-app/src/components/chara-import.ts docs/projects/discord-worker/commands.md docs/projects/web-app/tools.md docs/research/monorepo-2.0/3-8-swatch-frame-port-spec.md 
ParsedCharaFile                      prod=7    tests=0    other=0   | prod: packages/core/src/index.ts packages/core/src/services/chara/chara-parser.ts packages/core/src/services/chara/chara-resolver.ts | other: 
PATTERNS                             prod=4    tests=0    other=5   | prod: packages/core/src/constants/index.ts packages/core/src/index.ts packages/core/src/utils/index.ts | other: apps/web-app/scripts/validate-i18n.js docs/historical/index.md docs/historical/web-app/20251201-Optimize/00-EXECUTIVE-SUMMARY.md docs/historical/web-app/20251201-Optimize/07-IMPLEMENTATION-ROADMAP.md docs/historical/web-app/20251202-Cleanup/Findings2.md 
Point3D                              prod=20   tests=10   other=3   | prod: packages/core/src/services/dye/DyeDatabase.ts packages/core/src/services/dye/DyeSearch.ts packages/core/src/utils/kd-tree.ts | other: docs/historical/20251207-DeepDive/CORE_LIBRARY_ANALYSIS.md docs/historical/20251214-CodeAudit/01-CORE-LIBRARY.md docs/historical/web-app/20251124-Opus45/02-PERFORMANCE-STATUS.md 
PresetService                        prod=7    tests=11   other=16  | prod: packages/core/src/index.ts packages/core/src/services/PresetService.ts | other: apps/presets-api/tests/services/preset-service.test.ts apps/web-app/src/services/hybrid-preset-service.ts docs/architecture/dependency-graph.md docs/projects/core/overview.md docs/projects/core/services.md 
PRODUCT_LINKS                        prod=2    tests=0    other=2   | prod: packages/core/src/config/product-links.ts packages/core/src/index.ts | other: apps/discord-worker/src/handlers/commands/about.ts apps/discord-worker/src/handlers/commands/stats.ts 
ProductLink                          prod=4    tests=0    other=0   | prod: packages/core/src/config/product-links.ts packages/core/src/index.ts | other: 
RateLimiter                          prod=5    tests=4    other=18  | prod: packages/core/src/services/APIService.ts | other: apps/api-worker/src/middleware/rate-limit.ts apps/discord-worker/src/services/rate-limiter.ts apps/oauth/src/services/rate-limit.ts apps/presets-api/src/middleware/rate-limit.ts docs/architecture/security-trade-offs.md 
RATIO_BANDS                          prod=2    tests=3    other=3   | prod: packages/core/src/config/band-vocabulary.ts packages/core/src/index.ts | other: apps/web-app/src/components/comparison-tool.ts apps/web-app/src/components/metric-help.ts docs/research/monorepo-2.0/7c-duel-port-spec.md 
RatioCalibration                     prod=5    tests=0    other=0   | prod: packages/core/src/config/band-calibration.ts | other: 
reflectanceToKS                      prod=4    tests=9    other=2   | prod: packages/core/src/blending/blending.ts packages/core/src/blending/conversions.ts | other: DEPRECATIONS.md docs/research/discord-alternatives/06a-color-blending.md 
reflectanceToRgb                     prod=3    tests=4    other=2   | prod: packages/core/src/blending/blending.ts packages/core/src/blending/conversions.ts | other: DEPRECATIONS.md docs/research/discord-alternatives/06a-color-blending.md 
resolveCharaColors                   prod=2    tests=16   other=7   | prod: packages/core/src/index.ts packages/core/src/services/chara/chara-resolver.ts | other: apps/web-app/src/components/chara-import.ts docs/projects/core/overview.md docs/projects/discord-worker/commands.md docs/projects/web-app/tools.md docs/research/monorepo-2.0/3-8-swatch-frame-port-spec.md 
ResolvedCharaCharacter               prod=3    tests=0    other=4   | prod: packages/core/src/index.ts packages/core/src/services/chara/chara-resolver.ts | other: apps/web-app/src/components/chara-import.ts apps/web-app/src/components/swatch-tool.ts docs/superpowers/plans/2026-08-29-web-analytics.md packages/bot-logic/src/commands/swatch.ts 
ResolvedCharaSlot                    prod=6    tests=0    other=2   | prod: packages/core/src/index.ts packages/core/src/services/chara/chara-resolver.ts | other: apps/web-app/src/components/chara-import.ts packages/bot-logic/src/commands/swatch.ts 
ResolvedGearDye                      prod=3    tests=0    other=1   | prod: packages/core/src/index.ts packages/core/src/services/chara/chara-resolver.ts | other: apps/web-app/src/components/chara-import.ts 
ResolvedPreset                       prod=3    tests=0    other=4   | prod: packages/core/src/index.ts packages/core/src/services/PresetService.ts | other: docs/architecture/dependency-graph.md docs/projects/core/overview.md docs/specifications/preset-palettes.md docs/versions.md 
resolveLocaleFromPreference          prod=6    tests=17   other=0   | prod: packages/core/src/index.ts packages/core/src/services/LocalizationService.ts | other: 
retry                                prod=19   tests=12   other=71  | prod: packages/core/src/index.ts packages/core/src/services/APIService.ts packages/core/src/services/CharacterColorService.ts packages/core/src/utils/index.ts | other: .github/workflows/deploy-api-worker.yml .github/workflows/deploy-discord-worker.yml .github/workflows/deploy-moderation-worker.yml .github/workflows/deploy-oauth.yml .github/workflows/deploy-og-worker-beta.yml 
RGB                                  prod=274  tests=205  other=227 | prod: packages/core/src/blending/blending.ts packages/core/src/blending/conversions.ts packages/core/src/blending/index.ts packages/core/src/blending/types.ts packages/core/src/config/band-calibration.ts packages/core/src/config/band-vocabulary.ts packages/core/src/constants/index.ts packages/core/src/services/chara/chara-parser.ts packages/core/src/services/CharacterColorService.ts packages/core/src/services/color/ColorAccessibility.ts packages/core/src/services/color/ColorblindnessSimulator.ts packages/core/src/services/color/ColorConverter.ts packages/core/src/services/color/ColorManipulator.ts packages/core/src/services/color/RybColorMixer.ts packages/core/src/services/ColorService.ts packages/core/src/services/dye/DyeDatabase.ts packages/core/src/services/dye/DyeSearch.ts packages/core/src/services/dye/HarmonyGenerator.ts packages/core/src/services/PaletteService.ts packages/core/src/types/index.ts packages/core/src/utils/index.ts packages/core/src/utils/kd-tree.ts | other: DEPRECATIONS.md apps/api-worker/README.md apps/api-worker/docs/index.md apps/api-worker/docs/reference/matching.md apps/discord-worker/PRIVACY_POLICY.md 
RGB_MAX                              prod=22   tests=0    other=0   | prod: packages/core/src/constants/index.ts packages/core/src/index.ts packages/core/src/services/color/ColorConverter.ts packages/core/src/utils/index.ts | other: 
RGB_MIN                              prod=22   tests=0    other=0   | prod: packages/core/src/constants/index.ts packages/core/src/index.ts packages/core/src/services/color/ColorConverter.ts packages/core/src/utils/index.ts | other: 
rgbToHex                             prod=35   tests=63   other=44  | prod: packages/core/src/blending/blending.ts packages/core/src/blending/conversions.ts packages/core/src/services/chara/chara-resolver.ts packages/core/src/services/CharacterColorService.ts packages/core/src/services/color/ColorblindnessSimulator.ts packages/core/src/services/color/ColorConverter.ts packages/core/src/services/color/ColorManipulator.ts packages/core/src/services/color/RybColorMixer.ts packages/core/src/services/ColorService.ts packages/core/src/services/PaletteService.ts | other: DEPRECATIONS.md apps/discord-worker/src/handlers/commands/extractor.ts apps/web-app/src/components/__tests__/accessibility-tool.test.ts apps/web-app/src/components/__tests__/budget-tool.test.ts apps/web-app/src/components/__tests__/color-picker-display.test.ts 
rgbToHsl                             prod=12   tests=30   other=4   | prod: packages/core/src/blending/blending.ts packages/core/src/blending/conversions.ts packages/core/src/services/color/ColorConverter.ts packages/core/src/services/ColorService.ts | other: DEPRECATIONS.md docs/projects/core/services.md docs/research/color-mixing/color-spaces-research.md docs/research/discord-alternatives/06a-color-blending.md 
rgbToLab                             prod=18   tests=30   other=17  | prod: packages/core/src/blending/blending.ts packages/core/src/blending/conversions.ts packages/core/src/services/color/ColorConverter.ts packages/core/src/services/ColorService.ts packages/core/src/services/dye/DyeDatabase.ts | other: DEPRECATIONS.md apps/web-app/src/components/__tests__/accessibility-tool.test.ts apps/web-app/src/components/__tests__/budget-tool.test.ts apps/web-app/src/components/__tests__/comparison-tool.test.ts apps/web-app/src/components/__tests__/extractor-tool.test.ts 
rgbToOklab                           prod=17   tests=21   other=6   | prod: packages/core/src/blending/blending.ts packages/core/src/blending/conversions.ts packages/core/src/services/color/ColorConverter.ts packages/core/src/services/ColorService.ts | other: DEPRECATIONS.md docs/architecture/overview.md docs/projects/core/overview.md docs/research/color-mixing/color-spaces-research.md docs/research/discord-alternatives/06a-color-blending.md 
rgbToReflectance                     prod=4    tests=5    other=2   | prod: packages/core/src/blending/blending.ts packages/core/src/blending/conversions.ts | other: DEPRECATIONS.md docs/research/discord-alternatives/06a-color-blending.md 
rgbToRyb                             prod=11   tests=25   other=2   | prod: packages/core/src/blending/blending.ts packages/core/src/blending/conversions.ts packages/core/src/services/color/RybColorMixer.ts packages/core/src/services/ColorService.ts | other: DEPRECATIONS.md docs/research/discord-alternatives/06a-color-blending.md 
round                                prod=106  tests=48   other=182 | prod: packages/core/src/blending/blending.ts packages/core/src/blending/conversions.ts packages/core/src/config/band-calibration.ts packages/core/src/config/band-vocabulary.ts packages/core/src/index.ts packages/core/src/services/APIService.ts packages/core/src/services/chara/chara-models.ts packages/core/src/services/chara/chara-parser.ts packages/core/src/services/chara/chara-resolver.ts packages/core/src/services/color/ColorblindnessSimulator.ts packages/core/src/services/color/ColorConverter.ts packages/core/src/services/color/RybColorMixer.ts packages/core/src/services/ColorService.ts packages/core/src/services/PaletteService.ts packages/core/src/utils/index.ts | other: .github/workflows/deploy-discord-worker-beta.yml .github/workflows/deploy-og-worker-beta.yml .github/workflows/deploy-web-app-beta.yml .gitleaks.toml apps/api-worker/src/chara/router.ts 
roundToBandDisplay                   prod=2    tests=4    other=4   | prod: packages/core/src/config/band-vocabulary.ts packages/core/src/index.ts | other: apps/web-app/src/components/budget-tool.ts apps/web-app/src/components/chara-import.ts apps/web-app/src/components/comparison-tool.ts apps/web-app/src/components/mixer-tool.ts 
RYB                                  prod=54   tests=51   other=35  | prod: packages/core/src/blending/blending.ts packages/core/src/blending/conversions.ts packages/core/src/blending/types.ts packages/core/src/index.ts packages/core/src/services/color/RybColorMixer.ts packages/core/src/services/ColorService.ts | other: DEPRECATIONS.md apps/discord-worker/src/commands/schemas.ts apps/stoat-worker/CLAUDE.md apps/web-app/CLAUDE.md apps/web-app/README.md 
RybColorMixer                        prod=13   tests=50   other=3   | prod: packages/core/src/services/color/RybColorMixer.ts packages/core/src/services/ColorService.ts | other: DEPRECATIONS.md docs/research/color-mixing/color-spaces-research.md docs/research/monorepo-2.0/05-package-and-app-audit.md 
rybToRgb                             prod=9    tests=21   other=2   | prod: packages/core/src/blending/blending.ts packages/core/src/blending/conversions.ts packages/core/src/services/color/RybColorMixer.ts packages/core/src/services/ColorService.ts | other: DEPRECATIONS.md docs/research/discord-alternatives/06a-color-blending.md 
SATURATION_MAX                       prod=4    tests=0    other=0   | prod: packages/core/src/constants/index.ts packages/core/src/index.ts packages/core/src/utils/index.ts | other: 
SATURATION_MIN                       prod=4    tests=0    other=0   | prod: packages/core/src/constants/index.ts packages/core/src/index.ts packages/core/src/utils/index.ts | other: 
sleep                                prod=9    tests=5    other=19  | prod: packages/core/src/index.ts packages/core/src/services/APIService.ts packages/core/src/utils/index.ts | other: .github/workflows/deploy-api-worker.yml .github/workflows/deploy-discord-worker.yml .github/workflows/deploy-moderation-worker.yml .github/workflows/deploy-oauth.yml .github/workflows/deploy-og-worker-beta.yml 
SOCIAL_LINKS                         prod=2    tests=0    other=5   | prod: packages/core/src/config/product-links.ts packages/core/src/index.ts | other: apps/discord-worker/src/handlers/commands/about.test.ts apps/discord-worker/src/handlers/commands/about.ts apps/discord-worker/src/handlers/commands/stats.ts apps/web-app/src/components/about-modal.ts docs/projects/web-app/components.md 
SpectralMixer                        prod=5    tests=19   other=2   | prod: packages/core/src/services/color/SpectralMixer.ts packages/core/src/services/ColorService.ts | other: docs/research/color-mixing/color-spaces-research.md docs/research/monorepo-2.0/05-package-and-app-audit.md 
StainIdLookup                        prod=3    tests=0    other=0   | prod: packages/core/src/index.ts packages/core/src/services/chara/chara-resolver.ts | other: 
SUPPORTED_LOCALES                    prod=8    tests=11   other=10  | prod: packages/core/src/index.ts packages/core/src/services/LocalizationService.ts | other: apps/api-worker/src/telemetry/schema.ts apps/moderation-worker/src/services/i18n.test.ts apps/moderation-worker/src/services/i18n.ts apps/og-worker/src/index.ts apps/web-app/src/services/language-service.ts 
TranslationProvider                  prod=8    tests=15   other=8   | prod: packages/core/src/index.ts packages/core/src/services/localization/TranslationProvider.ts packages/core/src/services/LocalizationService.ts | other: apps/og-worker/CLAUDE.md apps/og-worker/README.md apps/og-worker/src/og-data-generator.test.ts apps/og-worker/src/services/translator.ts docs/reference/ffxiv-terminology.md 
UNIVERSALIS_API_BASE                 prod=5    tests=0    other=15  | prod: packages/core/src/constants/index.ts packages/core/src/index.ts packages/core/src/services/APIService.ts | other: apps/api-worker/CLAUDE.md apps/api-worker/README.md apps/api-worker/src/middleware/rate-limit.test.ts apps/api-worker/src/types.ts apps/api-worker/src/universalis/router.test.ts 
UNIVERSALIS_API_RETRY_COUNT          prod=5    tests=0    other=0   | prod: packages/core/src/constants/index.ts packages/core/src/index.ts packages/core/src/services/APIService.ts | other: 
UNIVERSALIS_API_RETRY_DELAY          prod=5    tests=0    other=0   | prod: packages/core/src/constants/index.ts packages/core/src/index.ts packages/core/src/services/APIService.ts | other: 
UNIVERSALIS_API_TIMEOUT              prod=5    tests=0    other=0   | prod: packages/core/src/constants/index.ts packages/core/src/index.ts packages/core/src/services/APIService.ts | other: 
UniversalisItemResult                prod=7    tests=0    other=0   | prod: packages/core/src/services/APIService.ts | other: 
VALUE_MAX                            prod=4    tests=0    other=0   | prod: packages/core/src/constants/index.ts packages/core/src/index.ts packages/core/src/utils/index.ts | other: 
VALUE_MIN                            prod=4    tests=0    other=0   | prod: packages/core/src/constants/index.ts packages/core/src/index.ts packages/core/src/utils/index.ts | other: 
VENDOR_ACQUISITIONS                  prod=3    tests=5    other=4   | prod: packages/core/src/index.ts packages/core/src/services/dye/DyeFilter.ts | other: apps/api-worker/src/lib/validation.ts apps/api-worker/tests/routes/dyes.test.ts apps/api-worker/tests/routes/match.test.ts docs/versions.md 
weaponModelKey                       prod=4    tests=5    other=2   | prod: packages/core/src/index.ts packages/core/src/services/chara/chara-models.ts | other: apps/api-worker/docs/reference/chara.md docs/research/chara-equipment-resolution/README.md 
XIVDYETOOLS_DOCS_URL                 prod=3    tests=0    other=1   | prod: packages/core/src/config/learn-links.ts packages/core/src/index.ts | other: apps/discord-worker/src/handlers/commands/stats.ts 
