__setTestEnvironment                 prod=1    tests=8    other=0   | prod: apps/web-app/src/shared/logger.ts | other: 
DEFAULT_DYE_FILTERS                  prod=41   tests=11   other=0   | prod: apps/web-app/src/components/budget-tool.ts apps/web-app/src/components/extractor-tool.ts apps/web-app/src/components/gradient-tool.ts apps/web-app/src/components/harmony-tool.ts apps/web-app/src/components/mixer-tool.ts apps/web-app/src/components/swatch-tool.ts apps/web-app/src/components/v4/config-sidebar.ts apps/web-app/src/components/v4/dye-filters-v4.ts apps/web-app/src/shared/tool-config-types.ts | other: 
DEFAULT_LOCALE                       prod=8    tests=3    other=1   | prod: apps/web-app/src/services/language-service.ts apps/web-app/src/shared/constants.ts | other: docs/historical/web-app/20251127-Localization/TODO.md 
DEFAULT_THEME                        prod=5    tests=0    other=2   | prod: apps/web-app/src/services/theme-service.ts apps/web-app/src/shared/constants.ts | other: docs/projects/web-app/theming.md docs/research/monorepo-2.0/04-theme-consolidation.md 
DisplayOptionsChangeCallback         prod=2    tests=0    other=0   | prod: apps/web-app/src/services/display-options-helper.ts | other: 
DisplayOptionsChangeDetail           prod=13   tests=0    other=0   | prod: apps/web-app/src/components/v4/config-sidebar.ts apps/web-app/src/components/v4/display-options-v4.ts | other: 
DisplayOptionsConfig                 prod=48   tests=13   other=3   | prod: apps/web-app/src/components/accessibility-tool.ts apps/web-app/src/components/budget-tool.ts apps/web-app/src/components/comparison-tool.ts apps/web-app/src/components/extractor-tool.ts apps/web-app/src/components/gradient-tool.ts apps/web-app/src/components/harmony-tool.ts apps/web-app/src/components/mixer-tool.ts apps/web-app/src/components/swatch-tool.ts apps/web-app/src/components/v4/config-sidebar.ts apps/web-app/src/components/v4/display-options-v4.ts apps/web-app/src/components/v4/result-card.ts apps/web-app/src/services/display-options-helper.ts apps/web-app/src/shared/tool-config-types.ts | other: docs/projects/web-app/components.md docs/projects/web-app/tools.md docs/research/monorepo-2.0/2-6g-result-card-empty-states-port-spec.md 
DisplayOptionsV4                     prod=2    tests=0    other=0   | prod: apps/web-app/src/components/v4/display-options-v4.ts | other: 
DyeAction                            prod=3    tests=0    other=0   | prod: apps/web-app/src/components/dye-action-dropdown.ts | other: 
DyeActionCallback                    prod=2    tests=0    other=0   | prod: apps/web-app/src/components/dye-action-dropdown.ts | other: 
DyeFiltersChangeDetail               prod=10   tests=0    other=0   | prod: apps/web-app/src/components/v4/config-sidebar.ts apps/web-app/src/components/v4/dye-filters-v4.ts | other: 
DyeFiltersConfig                     prod=39   tests=5    other=2   | prod: apps/web-app/src/components/budget-tool.ts apps/web-app/src/components/extractor-tool.ts apps/web-app/src/components/gradient-tool.ts apps/web-app/src/components/harmony-tool.ts apps/web-app/src/components/mixer-tool.ts apps/web-app/src/components/swatch-tool.ts apps/web-app/src/components/v4/config-sidebar.ts apps/web-app/src/components/v4/dye-filters-v4.ts apps/web-app/src/services/harmony-generator.ts apps/web-app/src/services/mixer-blending-engine.ts apps/web-app/src/shared/dye-filter-utils.ts apps/web-app/src/shared/spectrum-filter-utils.ts apps/web-app/src/shared/tool-config-types.ts | other: docs/projects/web-app/components.md docs/projects/web-app/tools.md 
DyeFiltersV4                         prod=2    tests=0    other=0   | prod: apps/web-app/src/components/v4/dye-filters-v4.ts | other: 
DyeGrid                              prod=5    tests=45   other=6   | prod: apps/web-app/src/components/dye-grid.ts apps/web-app/src/components/dye-selector.ts | other: docs/historical/20260115-v4-uiux-ideas/v4-component-migration-map.md docs/historical/web-app/20251201-Optimize/04-DESIGN-PATTERNS.md docs/historical/web-app/20251201-Optimize/07-IMPLEMENTATION-ROADMAP.md docs/superpowers/plans/2026-08-29-web-analytics.md docs/superpowers/specs/2026-08-16-local-presets-5-1-design.md 
DyeGridOptions                       prod=3    tests=0    other=0   | prod: apps/web-app/src/components/dye-grid.ts | other: 
DyeId                                prod=31   tests=16   other=34  | prod: apps/web-app/src/components/add-to-collection-menu.ts apps/web-app/src/components/budget-tool.ts apps/web-app/src/components/chara-import.ts apps/web-app/src/services/collection-service.ts | other: CLAUDE.md README.md docs/architecture/overview.md docs/historical/20251207-DeepDive/CORE_LIBRARY_ANALYSIS.md docs/historical/web-app/20251123-Optimization/03-refactoring-recommendations.md 
dyeNameMatches                       prod=9    tests=5    other=0   | prod: apps/web-app/src/components/dye-selector.ts apps/web-app/src/components/preset-edit-form.ts apps/web-app/src/components/preset-submission-form.ts apps/web-app/src/components/v4/dye-palette-drawer.ts apps/web-app/src/shared/dye-name.ts | other: 
DyePaletteDrawer                     prod=15   tests=2    other=1   | prod: apps/web-app/src/components/v4/dye-palette-drawer.ts apps/web-app/src/components/v4/v4-layout-shell.ts | other: docs/projects/web-app/tools.md 
DyePickVia                           prod=2    tests=0    other=1   | prod: apps/web-app/src/services/telemetry-service.ts | other: docs/superpowers/plans/2026-08-29-web-analytics.md 
DyeSearchBox                         prod=5    tests=41   other=5   | prod: apps/web-app/src/components/dye-search-box.ts apps/web-app/src/components/dye-selector.ts | other: docs/brainstorming/analytics/WEB_APP_METRICS.md docs/historical/20260115-v4-uiux-ideas/v4-component-migration-map.md docs/historical/web-app/20251201-Optimize/04-DESIGN-PATTERNS.md docs/historical/web-app/20251201-Optimize/07-IMPLEMENTATION-ROADMAP.md docs/historical/web-app/20251202-Cleanup/findings.md 
DyeSearchBoxOptions                  prod=3    tests=0    other=0   | prod: apps/web-app/src/components/dye-search-box.ts | other: 
DyeSelector                          prod=46   tests=49   other=17  | prod: apps/web-app/src/components/accessibility-tool.ts apps/web-app/src/components/budget-tool.ts apps/web-app/src/components/comparison-tool.ts apps/web-app/src/components/dye-grid.ts apps/web-app/src/components/dye-selector.ts apps/web-app/src/components/gradient-tool.ts apps/web-app/src/components/harmony-tool.ts apps/web-app/src/components/mixer-tool.ts | other: docs/brainstorming/analytics/WEB_APP_METRICS.md docs/historical/20251211-v3UIRehaul/05-MIGRATION-CHECKLIST.md docs/historical/20260115-v4-uiux-ideas/v4-component-migration-map.md docs/historical/20260115-v4-uiux-ideas/v4-foundation-todo.md docs/historical/web-app/20251116-Phase12/BUG_FIXES_SUMMARY.md 
DyeSelectorOptions                   prod=3    tests=0    other=0   | prod: apps/web-app/src/components/dye-selector.ts | other: 
dyeService                           prod=80   tests=29   other=94  | prod: apps/web-app/src/components/about-modal.ts apps/web-app/src/components/accessibility-tool.ts apps/web-app/src/components/budget-tool.ts apps/web-app/src/components/chara-import.ts apps/web-app/src/components/collection-manager-modal.ts apps/web-app/src/components/comparison-tool.ts apps/web-app/src/components/dye-action-dropdown.ts apps/web-app/src/components/dye-selector.ts apps/web-app/src/components/extractor-tool.ts apps/web-app/src/components/gradient-tool.ts apps/web-app/src/components/harmony-tool.ts apps/web-app/src/components/mixer-tool.ts apps/web-app/src/components/preset-edit-form.ts apps/web-app/src/components/preset-submission-form.ts apps/web-app/src/components/swatch-tool.ts apps/web-app/src/components/v4/dye-palette-drawer.ts apps/web-app/src/components/v4/result-card.ts apps/web-app/src/services/collection-service.ts apps/web-app/src/services/dye-service-wrapper.ts apps/web-app/src/services/harmony-generator.ts apps/web-app/src/services/hybrid-preset-service.ts apps/web-app/src/services/index.ts apps/web-app/src/services/mixer-blending-engine.ts apps/web-app/src/services/share-service.ts | other: apps/api-worker/src/lib/services.ts apps/api-worker/src/lib/validation.ts apps/api-worker/src/routes/dyes.ts apps/api-worker/src/routes/match.ts apps/api-worker/src/telemetry/schema.ts 
DyeService                           prod=28   tests=93   other=102 | prod: apps/web-app/src/components/comparison-tool.ts apps/web-app/src/components/dye-action-dropdown.ts apps/web-app/src/components/dye-search-box.ts apps/web-app/src/components/dye-selector.ts apps/web-app/src/components/v4/dye-palette-drawer.ts apps/web-app/src/components/v4/result-card.ts apps/web-app/src/services/dye-service-wrapper.ts apps/web-app/src/services/index.ts | other: apps/api-worker/CLAUDE.md apps/api-worker/README.md apps/api-worker/src/lib/services.ts apps/api-worker/src/lib/validation.ts apps/api-worker/src/routes/dyes.ts 
EditResult                           prod=5    tests=0    other=1   | prod: apps/web-app/src/components/preset-edit-form.ts apps/web-app/src/services/preset-submission-service.ts | other: docs/superpowers/plans/2026-08-11-preset-categories-and-image-editing.md 
ElementOptions                       prod=2    tests=0    other=1   | prod: apps/web-app/src/components/base-component.ts | other: docs/historical/web-app/20251116-Phase12/PHASE_12_ROADMAP.md 
EMPTY_STATE_PRESETS                  prod=3    tests=15   other=0   | prod: apps/web-app/src/components/empty-state.ts apps/web-app/src/components/harmony-tool.ts | other: 
EmptyState                           prod=3    tests=20   other=2   | prod: apps/web-app/src/components/empty-state.ts | other: docs/historical/web-app/20251201-Optimize/03-TYPE-SAFETY.md docs/historical/web-app/20251201-Optimize/06-BUNDLE-OPTIMIZATION.md 
EmptyStateOptions                    prod=13   tests=1    other=3   | prod: apps/web-app/src/components/empty-state.ts | other: docs/historical/web-app/20251201-Optimize/03-TYPE-SAFETY.md docs/projects/web-app/components.md docs/research/monorepo-2.0/2-6g-result-card-empty-states-port-spec.md 
ERROR_MESSAGES                       prod=11   tests=0    other=0   | prod: apps/web-app/src/shared/constants.ts apps/web-app/src/shared/error-handler.ts | other: 
ErrorHandler                         prod=10   tests=25   other=8   | prod: apps/web-app/src/components/base-component.ts apps/web-app/src/main.ts apps/web-app/src/shared/error-handler.ts apps/web-app/src/shared/fatal-error.ts | other: docs/historical/20251207-DeepDive/WEB_APP_ANALYSIS.md docs/historical/20260115-v4-uiux-ideas/pre-release-audit/04-PERFORMANCE-TESTING.md docs/historical/web-app/20251116-Phase12/PHASE_12_CHECKLIST.md docs/historical/web-app/20251116-Phase12/PHASE_12_ROADMAP.md docs/historical/web-app/20251116-Phase12/SESSION_2025_11_16.md 
escapeHtml                           prod=7    tests=6    other=5   | prod: apps/web-app/src/components/empty-state.ts apps/web-app/src/components/my-submissions-modal.ts apps/web-app/src/shared/utils.ts | other: apps/og-worker/src/og-data-generator.ts docs/historical/legacy-v1.6/dye-mixer_experimental.html docs/historical/legacy-v1.6/dye-mixer_stable.html docs/operations/POST_MERGE_CHECKLIST.md docs/versions.md 
EventHandler                         prod=2    tests=0    other=1   | prod: apps/web-app/src/components/base-component.ts | other: docs/historical/web-app/20251201-Optimize/03-TYPE-SAFETY.md 
exampleLinkError                     prod=7    tests=12   other=1   | prod: apps/web-app/src/components/preset-edit-form.ts apps/web-app/src/components/preset-submission-form.ts apps/web-app/src/shared/example-link.ts | other: docs/superpowers/plans/2026-08-16-local-presets-5-1.md 
EXPORT_FORMAT_LABELS                 prod=3    tests=0    other=0   | prod: apps/web-app/src/components/export-sheet.ts apps/web-app/src/shared/palette-export.ts | other: 
EXPORT_FORMATS                       prod=3    tests=2    other=0   | prod: apps/web-app/src/components/export-sheet.ts apps/web-app/src/shared/palette-export.ts | other: 
ExportEntry                          prod=6    tests=0    other=0   | prod: apps/web-app/src/components/mixer-tool.ts apps/web-app/src/shared/palette-export.ts | other: 
exportFilename                       prod=3    tests=4    other=0   | prod: apps/web-app/src/components/export-sheet.ts apps/web-app/src/shared/palette-export.ts | other: 
ExportFormat                         prod=12   tests=0    other=0   | prod: apps/web-app/src/components/export-sheet.ts apps/web-app/src/shared/palette-export.ts | other: 
ExportLabels                         prod=5    tests=2    other=0   | prod: apps/web-app/src/components/export-sheet.ts apps/web-app/src/shared/palette-export.ts | other: 
exportMimeType                       prod=3    tests=4    other=0   | prod: apps/web-app/src/components/export-sheet.ts apps/web-app/src/shared/palette-export.ts | other: 
ExportPayload                        prod=13   tests=6    other=0   | prod: apps/web-app/src/components/export-sheet.ts apps/web-app/src/shared/palette-export.ts | other: 
ExtractorConfig                      prod=6    tests=0    other=3   | prod: apps/web-app/src/components/extractor-tool.ts apps/web-app/src/components/v4/config-sidebar.ts apps/web-app/src/shared/tool-config-types.ts | other: apps/discord-worker/src/handlers/commands/extractor.ts docs/historical/20260115-v4-uiux-ideas/v4-foundation-todo.md docs/projects/web-app/tools.md 
ExtractorShareParams                 prod=2    tests=0    other=1   | prod: apps/web-app/src/services/share-service.ts | other: docs/projects/web-app/tools.md 
ExtractorTool                        prod=20   tests=17   other=7   | prod: apps/web-app/src/components/extractor-tool.ts apps/web-app/src/components/image-upload-display.ts apps/web-app/src/components/v4-layout.ts | other: docs/historical/20260115-v4-uiux-ideas/v4-component-migration-map.md docs/historical/20260115-v4-uiux-ideas/v4-foundation-todo.md docs/historical/20260115-v4-uiux-ideas/v4-implementation-guide.md docs/historical/20260115-v4-uiux-ideas/v4-route-migration-guide.md docs/historical/20260115-v4-uiux-ideas/v4-testing-checklist.md 
ExtractorToolOptions                 prod=3    tests=0    other=0   | prod: apps/web-app/src/components/extractor-tool.ts | other: 
EyeDropper                           prod=8    tests=9    other=3   | prod: apps/web-app/src/components/color-picker-display.ts apps/web-app/src/shared/browser-api-types.ts | other: docs/historical/web-app/20251201-Optimize/03-TYPE-SAFETY.md docs/historical/web-app/20251201-Optimize/08-HIDDEN-BUGS-REPORT.md docs/historical/web-app/20251202-Cleanup/Findings2.md 
EyeDropperConstructor                prod=2    tests=0    other=1   | prod: apps/web-app/src/shared/browser-api-types.ts | other: docs/historical/web-app/20251201-Optimize/03-TYPE-SAFETY.md 
FatalErrorCopy                       prod=3    tests=0    other=0   | prod: apps/web-app/src/shared/fatal-error.ts | other: 
FavoritesData                        prod=3    tests=0    other=1   | prod: apps/web-app/src/services/collection-service.ts | other: docs/specifications/collections.md 
filterDyes                           prod=9    tests=15   other=24  | prod: apps/web-app/src/components/budget-tool.ts apps/web-app/src/components/extractor-tool.ts apps/web-app/src/components/gradient-tool.ts apps/web-app/src/shared/dye-filter-utils.ts | other: apps/api-worker/src/lib/validation.ts apps/api-worker/src/routes/dyes.ts apps/discord-worker/src/handlers/commands/harmony.test.ts docs/historical/web-app/20251116-Phase12/PHASE_12.6_TEST_REPORT.md docs/historical/web-app/20251116-Phase12/PHASE_12_CHECKLIST.md 
filterDyesBySpectra                  prod=3    tests=10   other=0   | prod: apps/web-app/src/components/v4/dye-palette-drawer.ts apps/web-app/src/shared/spectrum-filter-utils.ts | other: 
findClosestDyesToHue                 prod=5    tests=8    other=1   | prod: apps/web-app/src/components/harmony-tool.ts apps/web-app/src/services/harmony-generator.ts apps/web-app/src/services/index.ts | other: docs/projects/web-app/tools.md 
findHarmonyDyes                      prod=1    tests=6    other=5   | prod: apps/web-app/src/services/harmony-generator.ts | other: docs/historical/20251207-DiscordBotMigration/MIGRATION_PHASES.md docs/historical/web-app/20251122-DiscordBot/RENDERING.md docs/historical/web-app/20251123-Optimization/03-refactoring-recommendations.md docs/projects/web-app/components.md docs/projects/web-app/tools.md 
findMatchingDyes                     prod=9    tests=2    other=3   | prod: apps/web-app/src/components/mixer-tool.ts apps/web-app/src/components/swatch-tool.ts apps/web-app/src/services/index.ts apps/web-app/src/services/mixer-blending-engine.ts | other: docs/historical/20260115-v4-uiux-ideas/v4-foundation-todo.md docs/projects/web-app/components.md docs/projects/web-app/tools.md 
formatDate                           prod=3    tests=4    other=0   | prod: apps/web-app/src/components/collection-manager-modal.ts apps/web-app/src/shared/format.ts | other: 
formatGil                            prod=25   tests=8    other=2   | prod: apps/web-app/src/components/budget-tool.ts apps/web-app/src/components/comparison-tool.ts apps/web-app/src/components/mixer-tool.ts apps/web-app/src/components/v4/preset-detail.ts apps/web-app/src/components/v4/result-card.ts apps/web-app/src/services/market-board-service.ts apps/web-app/src/shared/format.ts | other: DEPRECATIONS.md docs/research/monorepo-2.0/3-7-budget-13g-port-spec.md 
formatList                           prod=4    tests=8    other=0   | prod: apps/web-app/src/components/v4/preset-detail.ts apps/web-app/src/shared/format.ts | other: 
formatNumber                         prod=15   tests=6    other=2   | prod: apps/web-app/src/components/budget-tool.ts apps/web-app/src/components/v4/preset-detail.ts apps/web-app/src/components/v4/result-card.ts apps/web-app/src/shared/format.ts | other: docs/historical/web-app/20251116-Phase12/PHASE_12_CHECKLIST.md docs/historical/web-app/20251116-Phase12/PHASE_12_ROADMAP.md 
formatPrice                          prod=14   tests=12   other=11  | prod: apps/web-app/src/components/gradient-tool.ts apps/web-app/src/components/market-board.ts apps/web-app/src/components/mixer-tool.ts apps/web-app/src/components/v4/result-card.ts apps/web-app/src/services/api-service-wrapper.ts apps/web-app/src/services/market-board-service.ts | other: docs/historical/legacy-v1.6/dyecomparison_experimental.html docs/historical/legacy-v1.6/dyecomparison_stable.html docs/historical/web-app/20251113-Phase6/IMPLEMENTATION_PLAN.md docs/historical/web-app/20251113-Phase6/PHASE_6_2_MARKET_BOARD_CHANGES.md docs/historical/web-app/20251122-DiscordBot/TESTING.md 
generateExport                       prod=5    tests=26   other=0   | prod: apps/web-app/src/components/export-sheet.ts apps/web-app/src/shared/palette-export.ts | other: 
getApiWorkerBase                     prod=6    tests=9    other=2   | prod: apps/web-app/src/services/api-worker-origin.ts apps/web-app/src/services/chara-resolve-service.ts apps/web-app/src/services/telemetry-service.ts | other: docs/superpowers/plans/2026-08-29-web-analytics.md docs/superpowers/specs/2026-08-29-web-analytics-design.md 
getCategoryIcon                      prod=6    tests=7    other=3   | prod: apps/web-app/src/components/preset-category-selector.ts apps/web-app/src/components/v4/preset-detail.ts apps/web-app/src/shared/category-icons.ts | other: docs/historical/20260115-v4-uiux-ideas/new-svg-icons/emoji-audit-summary.html docs/historical/20260115-v4-uiux-ideas/new-svg-icons/missing-emoji-icons.ts docs/superpowers/plans/2026-08-11-preset-categories-and-image-editing.md 
getConfigController                  prod=1    tests=4    other=0   | prod: apps/web-app/src/services/config-controller.ts | other: 
getContrastColor                     prod=10   tests=9    other=2   | prod: apps/web-app/src/components/mixer-tool.ts apps/web-app/src/components/preset-edit-form.ts apps/web-app/src/services/index.ts apps/web-app/src/services/mixer-blending-engine.ts | other: docs/historical/20260115-v4-uiux-ideas/pre-release-audit/03-SECURITY-ASSESSMENT.md docs/historical/web-app/20251116-Phase12/PHASE_12_8_ACTION_PLAN.md 
getDefaultConfig                     prod=7    tests=6    other=1   | prod: apps/web-app/src/services/config-controller.ts apps/web-app/src/shared/tool-config-types.ts | other: docs/historical/20260115-v4-uiux-ideas/v4-foundation-todo.md 
getEmptyStateHTML                    prod=4    tests=7    other=0   | prod: apps/web-app/src/components/dye-grid.ts apps/web-app/src/components/empty-state.ts | other: 
getHarmonyTypes                      prod=6    tests=5    other=0   | prod: apps/web-app/src/components/harmony-tool.ts apps/web-app/src/services/harmony-generator.ts apps/web-app/src/services/index.ts | other: 
getMarketBoardService                prod=1    tests=3    other=1   | prod: apps/web-app/src/services/market-board-service.ts | other: docs/projects/web-app/components.md 
GetPresetsOptions                    prod=2    tests=0    other=0   | prod: apps/web-app/src/services/hybrid-preset-service.ts | other: 
GetResult                            prod=3    tests=0    other=0   | prod: apps/web-app/src/services/indexeddb-service.ts | other: 
getServicesStatus                    prod=3    tests=0    other=0   | prod: apps/web-app/src/main.ts apps/web-app/src/services/index.ts | other: 
GlobalConfig                         prod=2    tests=0    other=1   | prod: apps/web-app/src/shared/tool-config-types.ts | other: docs/historical/20260115-v4-uiux-ideas/v4-foundation-todo.md 
GradientConfig                       prod=7    tests=0    other=3   | prod: apps/web-app/src/components/gradient-tool.ts apps/web-app/src/components/v4/config-sidebar.ts apps/web-app/src/shared/tool-config-types.ts | other: docs/historical/20260115-v4-uiux-ideas/v4-foundation-todo.md docs/projects/web-app/tools.md docs/research/color-matching/IMPLEMENTATION_GUIDE.md 
GradientShareParams                  prod=2    tests=0    other=1   | prod: apps/web-app/src/services/share-service.ts | other: docs/projects/web-app/tools.md 
GradientTool                         prod=29   tests=22   other=7   | prod: apps/web-app/src/components/gradient-tool.ts apps/web-app/src/components/v4-layout.ts | other: docs/historical/20260115-v4-uiux-ideas/v4-component-migration-map.md docs/historical/20260115-v4-uiux-ideas/v4-foundation-todo.md docs/historical/20260115-v4-uiux-ideas/v4-implementation-guide.md docs/historical/20260115-v4-uiux-ideas/v4-route-migration-guide.md docs/historical/20260115-v4-uiux-ideas/v4-testing-checklist.md 
GradientToolOptions                  prod=3    tests=0    other=0   | prod: apps/web-app/src/components/gradient-tool.ts | other: 
HARMONY_ICONS                        prod=4    tests=0    other=0   | prod: apps/web-app/src/components/harmony-tool.ts apps/web-app/src/shared/harmony-icons.ts | other: 
HARMONY_OFFSETS                      prod=8    tests=13   other=2   | prod: apps/web-app/src/components/harmony-tool.ts apps/web-app/src/components/v4/v4-color-wheel.ts apps/web-app/src/services/harmony-generator.ts apps/web-app/src/services/index.ts | other: docs/projects/web-app/components.md docs/projects/web-app/tools.md 
HARMONY_TYPE_IDS                     prod=3    tests=6    other=0   | prod: apps/web-app/src/components/harmony-tool.ts apps/web-app/src/services/harmony-generator.ts | other: 
HarmonyConfig                        prod=11   tests=4    other=4   | prod: apps/web-app/src/components/harmony-tool.ts apps/web-app/src/components/v4/config-sidebar.ts apps/web-app/src/services/harmony-generator.ts apps/web-app/src/services/index.ts apps/web-app/src/shared/tool-config-types.ts | other: docs/historical/20260115-v4-uiux-ideas/v4-foundation-todo.md docs/projects/web-app/components.md docs/projects/web-app/tools.md docs/research/color-matching/IMPLEMENTATION_GUIDE.md 
HarmonyShareParams                   prod=2    tests=0    other=0   | prod: apps/web-app/src/services/share-service.ts | other: 
HarmonyTool                          prod=39   tests=22   other=7   | prod: apps/web-app/src/components/harmony-tool.ts apps/web-app/src/components/v4-layout.ts | other: docs/historical/20251211-v3UIRehaul/05-MIGRATION-CHECKLIST.md docs/historical/20260115-v4-uiux-ideas/v4-component-migration-map.md docs/historical/20260115-v4-uiux-ideas/v4-foundation-todo.md docs/historical/20260115-v4-uiux-ideas/v4-implementation-guide.md docs/historical/20260115-v4-uiux-ideas/v4-migration-challenges.md 
HarmonyToolOptions                   prod=3    tests=0    other=0   | prod: apps/web-app/src/components/harmony-tool.ts | other: 
HarmonyType                          prod=4    tests=1    other=18  | prod: apps/web-app/src/components/v4/v4-color-wheel.ts apps/web-app/src/services/share-service.ts | other: apps/discord-worker/src/handlers/commands/harmony.ts apps/og-worker/CLAUDE.md apps/og-worker/src/index.ts apps/og-worker/src/og-params.ts apps/og-worker/src/services/svg/harmony.ts 
HarmonyTypeInfo                      prod=2    tests=0    other=0   | prod: apps/web-app/src/services/harmony-generator.ts | other: 
hasActiveFilters                     prod=7    tests=15   other=7   | prod: apps/web-app/src/components/swatch-tool.ts apps/web-app/src/services/harmony-generator.ts apps/web-app/src/shared/dye-filter-utils.ts | other: apps/discord-worker/src/handlers/commands/preferences.ts docs/projects/web-app/overview.md docs/versions.md packages/core/CLAUDE.md packages/core/src/index.ts 
hasBetaHeadersBlock                  prod=1    tests=7    other=0   | prod: apps/web-app/src/shared/beta-branding.ts | other: 
hybridPresetService                  prod=9    tests=0    other=4   | prod: apps/web-app/src/components/v4/preset-tool.ts apps/web-app/src/services/hybrid-preset-service.ts apps/web-app/src/services/index.ts | other: docs/historical/20251207-PresetRefinements/WEB_APP_CHANGES.md docs/historical/20251211-v3UIRehaul/05-MIGRATION-CHECKLIST.md docs/projects/web-app/components.md docs/superpowers/plans/2026-08-16-local-presets-5-1.md 
ICON_ABOUT                           prod=3    tests=1    other=0   | prod: apps/web-app/src/components/v4/v4-app-header.ts apps/web-app/src/shared/ui-icons.ts | other: 
ICON_ARROW_BACK                      prod=3    tests=0    other=1   | prod: apps/web-app/src/components/v4/preset-detail.ts apps/web-app/src/shared/ui-icons.ts | other: docs/research/monorepo-2.0/2-6g-result-card-empty-states-port-spec.md 
ICON_BEAKER                          prod=10   tests=0    other=1   | prod: apps/web-app/src/components/accessibility-tool.ts apps/web-app/src/components/comparison-tool.ts apps/web-app/src/components/harmony-tool.ts apps/web-app/src/shared/ui-icons.ts | other: docs/historical/20251211-v3UIRehaul/05-MIGRATION-CHECKLIST.md 
ICON_BLUESKY                         prod=3    tests=5    other=0   | prod: apps/web-app/src/components/about-modal.ts apps/web-app/src/shared/social-icons.ts | other: 
ICON_BROOM                           prod=5    tests=1    other=0   | prod: apps/web-app/src/components/dye-search-box.ts apps/web-app/src/components/v4/dye-palette-drawer.ts apps/web-app/src/shared/ui-icons.ts | other: 
ICON_CAMERA                          prod=9    tests=7    other=1   | prod: apps/web-app/src/components/camera-preview-modal.ts apps/web-app/src/components/extractor-tool.ts apps/web-app/src/components/image-upload-display.ts apps/web-app/src/shared/ui-icons.ts | other: docs/historical/20260115-v4-uiux-ideas/new-svg-icons/emoji-icons.ts 
ICON_CLIPBOARD                       prod=3    tests=0    other=0   | prod: apps/web-app/src/components/extractor-tool.ts apps/web-app/src/shared/ui-icons.ts | other: 
ICON_CLOSE                           prod=5    tests=3    other=0   | prod: apps/web-app/src/components/extractor-tool.ts apps/web-app/src/components/v4/dye-palette-drawer.ts apps/web-app/src/shared/ui-icons.ts | other: 
ICON_CONTEXT_MENU                    prod=3    tests=2    other=2   | prod: apps/web-app/src/components/v4/result-card.ts apps/web-app/src/shared/ui-icons.ts | other: docs/historical/20260115-v4-uiux-ideas/v4-foundation-todo.md docs/historical/20260115-v4-uiux-ideas/v4-implementation-guide.md 
ICON_CRYSTAL                         prod=5    tests=6    other=0   | prod: apps/web-app/src/components/dye-selector.ts apps/web-app/src/components/v4/preset-detail.ts apps/web-app/src/shared/ui-icons.ts | other: 
ICON_DETAIL_EXTRACTOR                prod=3    tests=0    other=1   | prod: apps/web-app/src/components/empty-state.ts apps/web-app/src/shared/state-icons.ts | other: docs/projects/web-app/components.md 
ICON_DETAIL_HARMONY                  prod=3    tests=0    other=1   | prod: apps/web-app/src/components/empty-state.ts apps/web-app/src/shared/state-icons.ts | other: docs/projects/web-app/components.md 
ICON_DICE                            prod=5    tests=6    other=1   | prod: apps/web-app/src/components/dye-search-box.ts apps/web-app/src/components/v4/dye-palette-drawer.ts apps/web-app/src/shared/ui-icons.ts | other: docs/specifications/feature-roadmap.md 
ICON_DISCORD                         prod=3    tests=5    other=0   | prod: apps/web-app/src/components/about-modal.ts apps/web-app/src/shared/social-icons.ts | other: 
ICON_EYE                             prod=4    tests=0    other=1   | prod: apps/web-app/src/components/accessibility-tool.ts apps/web-app/src/shared/ui-icons.ts | other: docs/historical/20251211-v3UIRehaul/05-MIGRATION-CHECKLIST.md 
ICON_EYEDROPPER                      prod=3    tests=6    other=1   | prod: apps/web-app/src/components/color-picker-display.ts apps/web-app/src/shared/ui-icons.ts | other: docs/historical/web-app/20260531-Mockups/tools/MatcherMockup.ts 
ICON_GITHUB                          prod=3    tests=5    other=0   | prod: apps/web-app/src/components/about-modal.ts apps/web-app/src/shared/social-icons.ts | other: 
ICON_GLOBE                           prod=3    tests=1    other=2   | prod: apps/web-app/src/components/v4/v4-app-header.ts apps/web-app/src/shared/ui-icons.ts | other: docs/historical/20260115-v4-uiux-ideas/new-svg-icons/emoji-icons.ts docs/historical/20260115-v4-uiux-ideas/v4-foundation-todo.md 
ICON_HINT                            prod=3    tests=6    other=0   | prod: apps/web-app/src/components/image-upload-display.ts apps/web-app/src/shared/ui-icons.ts | other: 
ICON_IMAGE                           prod=5    tests=0    other=1   | prod: apps/web-app/src/components/extractor-tool.ts apps/web-app/src/shared/ui-icons.ts | other: docs/research/monorepo-2.0/2-6g-result-card-empty-states-port-spec.md 
ICON_KOFI                            prod=3    tests=1    other=0   | prod: apps/web-app/src/components/about-modal.ts apps/web-app/src/shared/social-icons.ts | other: 
ICON_LINK                            prod=3    tests=0    other=3   | prod: apps/web-app/src/components/v4/preset-detail.ts apps/web-app/src/shared/ui-icons.ts | other: docs/historical/20260115-v4-uiux-ideas/new-svg-icons/emoji-audit-summary.html docs/historical/20260115-v4-uiux-ideas/new-svg-icons/emoji-icons.ts docs/historical/20260115-v4-uiux-ideas/new-svg-icons/missing-emoji-icons.ts 
