AllowedMentions                      prod=8    tests=0    other=1   | prod: apps/moderation-worker/src/utils/discord-api.ts apps/moderation-worker/src/utils/response.ts | other: apps/discord-worker/src/utils/discord-api.ts 
DiscordActionRow                     prod=6    tests=3    other=4   | prod: apps/moderation-worker/src/utils/discord-api.ts apps/moderation-worker/src/utils/response.ts | other: apps/discord-worker/src/handlers/commands/preset-notifications.ts apps/discord-worker/src/utils/discord-api.ts apps/discord-worker/src/utils/response.test.ts apps/discord-worker/src/utils/response.ts 
DiscordButton                        prod=2    tests=3    other=1   | prod: apps/moderation-worker/src/utils/response.ts | other: apps/discord-worker/src/utils/response.ts 
DiscordEmbed                         prod=9    tests=5    other=6   | prod: apps/moderation-worker/src/utils/discord-api.ts apps/moderation-worker/src/utils/response.ts | other: apps/discord-worker/src/handlers/commands/preset-notifications.ts apps/discord-worker/src/utils/discord-api.ts apps/discord-worker/src/utils/response.test.ts apps/discord-worker/src/utils/response.ts docs/brainstorming/discord-bot/changelog-announcements.md 
DiscordInteraction                   prod=17   tests=36   other=40  | prod: apps/moderation-worker/src/handlers/commands/preset.ts apps/moderation-worker/src/index.ts apps/moderation-worker/src/types/env.ts apps/moderation-worker/src/utils/safe-json.ts | other: apps/discord-worker/src/handlers/commands/about.test.ts apps/discord-worker/src/handlers/commands/about.ts apps/discord-worker/src/handlers/commands/accessibility.test.ts apps/discord-worker/src/handlers/commands/accessibility.ts apps/discord-worker/src/handlers/commands/budget.test.ts 
discordLocaleToLocaleCode            prod=2    tests=18   other=18  | prod: apps/moderation-worker/src/services/i18n.ts | other: apps/discord-worker/src/handlers/buttons/index.ts apps/discord-worker/src/handlers/commands/accessibility.test.ts apps/discord-worker/src/handlers/commands/accessibility.ts apps/discord-worker/src/handlers/commands/contrast.test.ts apps/discord-worker/src/handlers/commands/contrast.ts 
editMessage                          prod=5    tests=27   other=4   | prod: apps/moderation-worker/src/utils/discord-api.ts | other: apps/discord-worker/src/handlers/buttons/preview-image.test.ts apps/discord-worker/src/handlers/buttons/preview-image.ts apps/discord-worker/src/utils/discord-api.test.ts apps/discord-worker/src/utils/discord-api.ts 
editOriginalResponse                 prod=8    tests=28   other=14  | prod: apps/moderation-worker/src/handlers/commands/preset.ts apps/moderation-worker/src/utils/discord-api.ts | other: apps/discord-worker/src/handlers/commands/accessibility.test.ts apps/discord-worker/src/handlers/commands/comparison.test.ts apps/discord-worker/src/handlers/commands/dye.test.ts apps/discord-worker/src/handlers/commands/extractor.test.ts apps/discord-worker/src/handlers/commands/harmony.test.ts 
embedResponse                        prod=1    tests=5    other=0   | prod: apps/moderation-worker/src/utils/response.ts | other: 
encodeBase64Url                      prod=1    tests=14   other=1   | prod: apps/moderation-worker/src/utils/response.ts | other: apps/presets-api/tests/middleware/auth.test.ts 
Env                                  prod=59   tests=61   other=168 | prod: apps/moderation-worker/src/handlers/buttons/ban-confirmation.ts apps/moderation-worker/src/handlers/buttons/index.ts apps/moderation-worker/src/handlers/buttons/preset-moderation.ts apps/moderation-worker/src/handlers/commands/preset.ts apps/moderation-worker/src/handlers/modals/ban-reason.ts apps/moderation-worker/src/handlers/modals/preset-rejection.ts apps/moderation-worker/src/index.ts apps/moderation-worker/src/middleware/rate-limit.ts apps/moderation-worker/src/services/preset-api.ts apps/moderation-worker/src/types/env.ts apps/moderation-worker/src/utils/env-validation.ts | other: apps/api-worker/CLAUDE.md apps/api-worker/README.md apps/api-worker/src/chara/router.ts apps/api-worker/src/index.ts apps/api-worker/src/lib/response.ts 
