addPresetFavorite                    prod=3    tests=23   other=0   | prod: apps/discord-worker/src/handlers/commands/preset.ts apps/discord-worker/src/services/preset-favorites.ts | other: 
deferredResponse                     prod=35   tests=5    other=11  | prod: apps/discord-worker/src/handlers/commands/accessibility.ts apps/discord-worker/src/handlers/commands/budget.ts apps/discord-worker/src/handlers/commands/comparison.ts apps/discord-worker/src/handlers/commands/contrast.ts apps/discord-worker/src/handlers/commands/dye.ts apps/discord-worker/src/handlers/commands/extractor.ts apps/discord-worker/src/handlers/commands/gradient.ts apps/discord-worker/src/handlers/commands/harmony.ts apps/discord-worker/src/handlers/commands/mixer-v4.ts apps/discord-worker/src/handlers/commands/preset.ts apps/discord-worker/src/handlers/commands/swatch.ts apps/discord-worker/src/services/command-trace.ts apps/discord-worker/src/utils/response.ts | other: apps/moderation-worker/src/handlers/commands/preset.ts apps/moderation-worker/src/utils/response.test.ts apps/moderation-worker/src/utils/response.ts docs/historical/20251207-DeepDive/discord-worker-analysis.md docs/historical/20251207-DiscordBotMigration/RISK_ASSESSMENT.md 
DESCRIPTION_BUDGET                   prod=4    tests=2    other=0   | prod: apps/discord-worker/src/handlers/commands/changelog.ts apps/discord-worker/src/services/announcements.ts | other: 
DISCORD_LOCALE_MAP                   prod=2    tests=2    other=0   | prod: apps/discord-worker/src/commands/localize.ts | other: 
DiscordActionRow                     prod=8    tests=2    other=3   | prod: apps/discord-worker/src/handlers/commands/preset-notifications.ts apps/discord-worker/src/utils/discord-api.ts apps/discord-worker/src/utils/response.ts | other: apps/moderation-worker/src/utils/discord-api.ts apps/moderation-worker/src/utils/response.test.ts apps/moderation-worker/src/utils/response.ts 
DiscordButton                        prod=2    tests=0    other=2   | prod: apps/discord-worker/src/utils/response.ts | other: apps/moderation-worker/src/utils/response.test.ts apps/moderation-worker/src/utils/response.ts 
DiscordEmbed                         prod=11   tests=2    other=5   | prod: apps/discord-worker/src/handlers/commands/preset-notifications.ts apps/discord-worker/src/utils/discord-api.ts apps/discord-worker/src/utils/response.ts | other: apps/moderation-worker/src/utils/discord-api.ts apps/moderation-worker/src/utils/response.test.ts apps/moderation-worker/src/utils/response.ts docs/brainstorming/discord-bot/changelog-announcements.md docs/historical/20251207-DeepDive/discord-worker-analysis.md 
DiscordInteraction                   prod=90   tests=188  other=12  | prod: apps/discord-worker/src/handlers/commands/about.ts apps/discord-worker/src/handlers/commands/accessibility.ts apps/discord-worker/src/handlers/commands/budget.ts apps/discord-worker/src/handlers/commands/changelog.ts apps/discord-worker/src/handlers/commands/comparison.ts apps/discord-worker/src/handlers/commands/contrast.ts apps/discord-worker/src/handlers/commands/dye.ts apps/discord-worker/src/handlers/commands/extractor.ts apps/discord-worker/src/handlers/commands/gradient.ts apps/discord-worker/src/handlers/commands/harmony.ts apps/discord-worker/src/handlers/commands/manual.ts apps/discord-worker/src/handlers/commands/mixer-v4.ts apps/discord-worker/src/handlers/commands/preferences.ts apps/discord-worker/src/handlers/commands/preset.ts apps/discord-worker/src/handlers/commands/stats.ts apps/discord-worker/src/handlers/commands/swatch.ts apps/discord-worker/src/index.ts apps/discord-worker/src/services/command-trace.ts apps/discord-worker/src/types/env.ts | other: apps/moderation-worker/src/handlers/commands/preset.test.ts apps/moderation-worker/src/handlers/commands/preset.ts apps/moderation-worker/src/index.ts apps/moderation-worker/src/types/env.ts apps/moderation-worker/src/utils/safe-json.ts 
discordLocaleToLocaleCode            prod=21   tests=21   other=5   | prod: apps/discord-worker/src/handlers/buttons/index.ts apps/discord-worker/src/handlers/commands/accessibility.ts apps/discord-worker/src/handlers/commands/contrast.ts apps/discord-worker/src/handlers/commands/extractor.ts apps/discord-worker/src/handlers/commands/gradient.ts apps/discord-worker/src/handlers/commands/swatch.ts apps/discord-worker/src/index.ts apps/discord-worker/src/services/command-trace.ts apps/discord-worker/src/services/i18n.ts | other: apps/moderation-worker/src/services/i18n.test.ts apps/moderation-worker/src/services/i18n.ts docs/superpowers/plans/2026-08-29-bot-analytics-tier-a.md docs/superpowers/specs/2026-08-29-bot-analytics-tier-a-design.md packages/bot-logic/src/localization.ts 
DiscordRateLimitBindings             prod=4    tests=9    other=0   | prod: apps/discord-worker/src/services/rate-limiter.ts | other: 
DRAIN_DEADLINE_MS                    prod=3    tests=4    other=2   | prod: apps/discord-worker/src/services/command-trace.ts | other: docs/operations/ANALYTICS_QUERIES.md docs/superpowers/specs/2026-08-29-bot-analytics-tier-a-design.md 
